TransactionID,Date,StoreID,ProductID,Quantity,UnitPrice,CustomerID,PaymentMethod,ProductCategory
T1189,2023-03-04,S001,P012,3,793,C343,Card,Monitor
T1190,2023-07-08,S005,P016,2,1272,C138,Cash,Smartwatch
T1191,2023-12-26,S001,P018,3,1155,C189,Cash,Monitor
T1192,2023-02-18,S004,P003,5,1161,C128,Online,Monitor
T1193,2023-11-23,S003,P020,1,1463,C192,Cash,Smartphone
T1194,2023-09-14,S002,P015,3,629,C154,Card,Camera
T1195,2023-08-12,S001,P005,5,500,C259,Card,Printer
T1196,2023-05-21,S002,P013,3,482,C328,Card,Monitor
T1197,2023-08-03,S005,P019,5,423,C141,Cash,Camera
T1198,2023-07-30,S003,P012,2,484,C137,Cash,Monitor
T1199,2023-11-14,S003,P005,5,1260,C225,Card,Printer
T1200,2023-02-01,S001,P006,4,1463,C279,Cash,Mouse
T1201,2023-06-07,S003,P007,1,267,C137,Online,Tablet
T1202,2023-10-12,S001,P010,5,1181,C201,Online,Smartwatch
T1203,2023-11-01,S001,P016,3,997,C131,Cash,Smartwatch
T1204,2023-10-13,S002,P008,3,398,C290,Cash,Printer
T1205,2023-05-24,S003,P009,5,837,C246,Card,Monitor
T1206,2023-01-19,S001,P004,4,75,C190,Cash,Smartwatch
T1207,2023-01-18,S002,P008,5,1121,C106,Card,Printer
T1208,2023-09-14,S004,P007,2,908,C239,Online,Tablet
T1209,2023-03-19,S002,P015,4,419,C195,Cash,Camera
T1210,2023-06-24,S002,P003,5,1087,C219,Online,Monitor
T1211,2023-07-13,S001,P017,1,1260,C220,Cash,Smartphone
T1212,2023-04-23,S005,P011,4,933,C223,Cash,Headphones
T1213,2023-04-24,S005,P009,5,328,C385,Card,Monitor
T1214,2023-08-10,S005,P005,1,390,C279,Card,Printer
T1215,2023-06-15,S002,P010,5,1401,C107,Cash,Smartwatch
T1216,2023-11-15,S001,P015,2,656,C227,Cash,Camera
T1217,2023-05-12,S003,P014,3,1098,C177,Card,Tablet
T1218,2023-09-21,S002,P004,5,578,C334,Online,Smartwatch
T1219,2023-02-24,S002,P020,4,475,C174,Cash,Smartphone
T1220,2023-12-25,S001,P002,5,78,C371,Card,Headphones
T1221,2023-05-11,S004,P012,5,1005,C220,Cash,Monitor
T1222,2023-10-15,S002,P001,5,372,C135,Card,Printer
T1223,2023-09-23,S004,P020,5,362,C307,Online,Smartphone
T1224,2023-06-11,S004,P005,4,633,C370,Cash,Printer
T1225,2023-03-28,S005,P006,4,1343,C193,Cash,Mouse
T1226,2023-02-24,S001,P011,5,811,C277,Online,Headphones
T1227,2023-10-15,S004,P008,3,344,C374,Cash,Printer
T1228,2023-06-27,S001,P007,5,705,C279,Cash,Tablet
T1229,2023-12-15,S005,P004,4,835,C229,Cash,Smartwatch
T1230,2023-01-08,S001,P006,2,272,C225,Card,Mouse
T1231,2023-11-17,S002,P016,5,124,C127,Card,Smartwatch
T1232,2023-11-09,S004,P020,5,151,C164,Cash,Smartphone
T1233,2023-09-04,S001,P015,5,934,C160,Online,Camera
T1234,2023-11-19,S003,P014,5,222,C319,Online,Tablet
T1235,2023-09-12,S001,P012,1,1077,C317,Cash,Monitor
T1236,2023-11-24,S004,P012,5,444,C269,Card,Monitor
T1237,2023-02-23,S005,P016,4,882,C249,Card,Smartwatch
T1238,2023-09-06,S005,P015,4,1053,C370,Cash,Camera
T1239,2023-08-27,S004,P013,1,216,C216,Card,Monitor
T1240,2023-08-17,S002,P011,5,349,C345,Card,Headphones
T1241,2023-03-08,S002,P017,3,167,C248,Online,Smartphone
T1242,2023-02-20,S005,P015,5,561,C192,Cash,Camera
T1243,2023-04-07,S005,P014,4,661,C185,Card,Tablet
T1244,2023-04-02,S004,P010,2,1248,C187,Card,Smartwatch
T1245,2023-09-21,S002,P012,2,208,C220,Card,Monitor
T1246,2023-10-18,S005,P016,3,1457,C124,Cash,Smartwatch
T1247,2023-04-06,S002,P015,5,1300,C189,Cash,Camera
T1248,2023-03-29,S005,P010,1,1111,C137,Card,Smartwatch
T1249,2023-03-19,S001,P004,5,512,C371,Online,Smartwatch
T1250,2023-10-15,S003,P009,3,153,C112,Online,Monitor
T1251,2023-04-30,S001,P020,3,1031,C195,Cash,Smartphone
T1252,2023-10-29,S005,P009,3,1266,C131,Online,Monitor
T1253,2023-06-14,S003,P020,2,299,C333,Card,Smartphone
T1254,2023-07-01,S003,P011,5,1086,C400,Cash,Headphones
T1255,2023-08-11,S005,P011,5,616,C386,Cash,Headphones
T1256,2023-11-07,S005,P007,1,646,C135,Online,Tablet
T1257,2023-01-07,S002,P010,3,670,C121,Cash,Smartwatch
T1258,2023-11-26,S005,P004,3,604,C211,Online,Smartwatch
T1259,2023-09-20,S004,P005,4,1461,C245,Online,Printer
T1260,2023-06-10,S005,P005,4,120,C112,Card,Printer
T1261,2023-05-31,S004,P011,2,1005,C344,Online,Headphones
T1262,2023-03-26,S005,P009,5,1022,C246,Online,Monitor
T1263,2023-05-27,S002,P016,1,487,C339,Cash,Smartwatch
T1264,2023-04-22,S004,P009,1,1117,C192,Card,Monitor
T1265,2023-02-05,S001,P004,3,1345,C215,Card,Smartwatch
T1266,2023-10-12,S004,P002,1,1087,C115,Online,Headphones
T1267,2023-07-07,S002,P014,3,1444,C372,Cash,Tablet
T1268,2023-03-23,S004,P003,5,1185,C122,Cash,Monitor
T1269,2023-01-02,S005,P018,1,1452,C218,Cash,Monitor
T1270,2023-10-30,S005,P006,3,363,C195,Card,Mouse
T1271,2023-07-16,S002,P011,5,1488,C357,Card,Headphones
T1272,2023-01-11,S003,P018,5,534,C362,Online,Monitor
T1273,2023-08-22,S005,P012,3,218,C187,Online,Monitor
T1274,2023-07-14,S001,P005,3,937,C158,Cash,Printer
T1275,2023-04-29,S002,P009,2,852,C330,Online,Monitor
T1276,2023-01-20,S004,P020,5,295,C208,Cash,Smartphone
T1277,2023-09-18,S004,P018,3,315,C119,Card,Monitor
T1278,2023-10-20,S001,P019,5,898,C241,Online,Camera
T1279,2023-09-13,S005,P003,1,292,C260,Cash,Monitor
T1280,2023-08-10,S002,P009,4,1373,C200,Card,Monitor
T1281,2023-08-14,S001,P004,4,1400,C365,Cash,Smartwatch
T1282,2023-02-22,S005,P017,3,579,C338,Online,Smartphone
T1283,2023-12-21,S002,P017,3,896,C338,Cash,Smartphone
T1284,2023-12-08,S004,P002,5,1053,C149,Card,Headphones
T1285,2023-12-30,S002,P009,3,391,C265,Online,Monitor
T1286,2023-10-07,S003,P009,5,1322,C387,Card,Monitor
T1287,2023-03-22,S002,P005,3,809,C159,Online,Printer
T1288,2023-07-21,S003,P015,5,1453,C283,Cash,Camera
T1289,2023-06-07,S002,P015,3,847,C247,Card,Camera
T1290,2023-04-30,S003,P003,2,581,C196,Card,Monitor
T1291,2023-02-28,S004,P019,5,913,C143,Cash,Camera
T1292,2023-08-03,S005,P003,2,1454,C357,Card,Monitor
T1293,2023-05-08,S003,P006,2,91,C313,Card,Mouse
T1294,2023-08-12,S003,P004,2,1418,C289,Card,Smartwatch
T1295,2023-07-28,S004,P013,2,648,C231,Card,Monitor
T1296,2023-04-25,S003,P013,1,1334,C400,Cash,Monitor
T1297,2023-07-28,S001,P011,4,355,C389,Card,Headphones
T1298,2023-01-14,S004,P005,1,858,C237,Card,Printer
T1299,2023-01-09,S001,P001,3,911,C130,Card,Printer
T1300,2023-02-09,S004,P009,3,1313,C246,Online,Monitor
T1301,2023-08-25,S003,P017,4,728,C205,Online,Smartphone
T1302,2023-10-08,S001,P001,4,1386,C387,Cash,Printer
T1303,2023-12-25,S003,P003,4,780,C291,Cash,Monitor
T1304,2023-07-20,S004,P015,2,490,C278,Cash,Camera
T1305,2023-09-03,S003,P010,1,982,C339,Card,Smartwatch
T1306,2023-10-05,S001,P008,3,952,C101,Online,Printer
T1307,2023-08-23,S001,P012,1,182,C210,Online,Monitor
T1308,2023-01-04,S003,P015,1,768,C375,Cash,Camera
T1309,2023-06-03,S002,P009,1,100,C334,Online,Monitor
T1310,2023-01-29,S004,P010,4,667,C164,Cash,Smartwatch
T1311,2023-04-19,S004,P020,4,441,C344,Card,Smartphone
T1312,2023-04-08,S003,P009,3,745,C153,Online,Monitor
T1313,2023-08-03,S002,P015,3,572,C362,Card,Camera
T1314,2023-10-20,S001,P001,3,557,C117,Card,Printer
T1315,2023-03-16,S005,P002,1,403,C334,Online,Headphones
T1316,2023-11-22,S005,P019,4,916,C173,Cash,Camera
T1317,2023-05-26,S003,P014,2,1022,C191,Online,Tablet
T1318,2023-05-08,S002,P008,1,1468,C106,Card,Printer
T1319,2023-12-07,S002,P006,5,1005,C298,Cash,Mouse
T1320,2023-02-11,S004,P012,1,145,C296,Card,Monitor
T1321,2023-12-22,S001,P015,4,155,C396,Cash,Camera
T1322,2023-02-10,S002,P014,5,727,C237,Online,Tablet
T1323,2023-02-03,S005,P001,1,562,C367,Card,Printer
T1324,2023-01-17,S001,P011,4,1315,C216,Cash,Headphones
T1325,2023-06-14,S001,P003,4,905,C143,Cash,Monitor
T1326,2023-06-02,S003,P019,2,839,C331,Online,Camera
T1327,2023-03-17,S002,P018,1,564,C158,Cash,Monitor
T1328,2023-03-28,S003,P020,4,947,C306,Cash,Smartphone
T1329,2023-04-27,S002,P002,3,1134,C394,Card,Headphones
T1330,2023-12-28,S004,P007,4,1489,C194,Online,Tablet
T1331,2023-12-08,S003,P008,2,1057,C136,Online,Printer
T1332,2023-01-27,S003,P019,4,1367,C330,Card,Camera
T1333,2023-11-09,S005,P015,1,786,C327,Card,Camera
T1334,2023-10-14,S003,P010,1,351,C283,Card,Smartwatch
T1335,2023-05-14,S002,P001,5,1243,C362,Cash,Printer
T1336,2023-08-07,S005,P006,1,695,C231,Online,Mouse
T1337,2023-06-17,S003,P013,5,1114,C165,Online,Monitor
T1338,2023-04-08,S003,P014,3,280,C286,Online,Tablet
T1339,2023-09-25,S004,P003,2,1482,C217,Cash,Monitor
T1340,2023-08-25,S003,P011,3,787,C286,Online,Headphones
T1341,2023-11-05,S001,P003,5,1046,C374,Online,Monitor
T1342,2023-06-22,S005,P019,4,346,C251,Online,Camera
T1343,2023-07-09,S001,P010,4,504,C251,Online,Smartwatch
T1344,2023-05-02,S005,P015,3,1130,C136,Card,Camera
T1345,2023-02-15,S004,P011,4,991,C195,Cash,Headphones
T1346,2023-03-05,S003,P015,5,289,C234,Online,Camera
T1347,2023-05-10,S003,P013,2,1249,C262,Online,Monitor
T1348,2023-11-06,S003,P005,1,1136,C144,Online,Printer
T1349,2023-12-29,S005,P004,5,600,C400,Online,Smartwatch
T1350,2023-07-12,S003,P013,5,187,C383,Online,Monitor
T1351,2023-11-03,S001,P009,1,503,C340,Card,Monitor
T1352,2023-06-30,S003,P017,1,1299,C152,Card,Smartphone
T1353,2023-10-19,S004,P002,2,492,C381,Cash,Headphones
T1354,2023-10-09,S001,P005,2,1279,C174,Cash,Printer
T1355,2023-01-29,S003,P016,2,76,C395,Online,Smartwatch
T1356,2023-05-29,S003,P007,4,506,C338,Online,Tablet
T1357,2023-09-24,S002,P001,5,744,C267,Card,Printer
T1358,2023-10-23,S005,P012,1,759,C240,Cash,Monitor
T1359,2023-01-11,S001,P011,5,898,C239,Online,Headphones
T1360,2023-06-13,S002,P012,5,998,C335,Online,Monitor
T1361,2023-04-23,S004,P019,2,156,C103,Online,Camera
T1362,2023-07-06,S005,P012,2,493,C356,Cash,Monitor
T1363,2023-10-22,S001,P012,5,85,C378,Card,Monitor
T1364,2023-08-20,S003,P014,2,646,C104,Card,Tablet
T1365,2023-08-15,S001,P002,4,204,C370,Online,Headphones
T1366,2023-11-06,S003,P002,1,1242,C312,Online,Headphones
T1367,2023-04-08,S005,P004,5,845,C316,Online,Smartwatch
T1368,2023-02-24,S003,P020,1,321,C370,Online,Smartphone
T1369,2023-04-21,S004,P016,4,1493,C116,Online,Smartwatch
T1370,2023-06-01,S003,P010,2,1257,C164,Cash,Smartwatch
T1371,2023-09-03,S004,P013,3,1310,C339,Card,Monitor
T1372,2023-03-10,S005,P002,4,1030,C116,Cash,Headphones
T1373,2023-11-08,S005,P003,3,171,C152,Cash,Monitor
T1374,2023-10-16,S001,P019,1,1490,C119,Online,Camera
T1375,2023-09-07,S004,P006,5,1448,C193,Cash,Mouse
T1376,2023-02-05,S004,P019,2,1399,C361,Card,Camera
T1377,2023-08-27,S002,P020,4,199,C398,Online,Smartphone
T1378,2023-05-28,S002,P019,2,756,C117,Card,Camera
T1379,2023-08-15,S002,P008,3,1044,C211,Cash,Printer
T1380,2023-09-01,S003,P014,3,202,C194,Online,Tablet
T1381,2023-12-03,S002,P010,5,1090,C110,Card,Smartwatch
T1382,2023-12-31,S004,P003,3,600,C312,Card,Monitor
T1383,2023-07-20,S003,P006,5,894,C337,Online,Mouse
T1384,2023-06-03,S005,P015,4,1421,C354,Card,Camera
T1385,2023-03-14,S001,P018,5,1275,C116,Online,Monitor
T1386,2023-07-20,S002,P014,3,1496,C244,Online,Tablet
T1387,2023-10-23,S005,P019,1,329,C142,Cash,Camera
T1388,2023-01-17,S004,P010,5,471,C103,Card,Smartwatch
T1389,2023-05-09,S001,P015,2,1042,C256,Online,Camera
T1390,2023-08-05,S005,P004,1,853,C273,Cash,Smartwatch
T1391,2023-03-02,S001,P002,5,404,C124,Cash,Headphones
T1392,2023-04-14,S002,P003,2,427,C375,Online,Monitor
T1393,2023-02-11,S004,P007,1,1197,C175,Online,Tablet
T1394,2023-01-25,S001,P016,5,129,C140,Card,Smartwatch
T1395,2023-02-08,S005,P010,4,1037,C140,Card,Smartwatch
T1396,2023-10-18,S002,P019,2,282,C162,Card,Camera
T1397,2023-05-11,S002,P017,4,203,C338,Online,Smartphone
T1398,2023-08-17,S005,P019,3,956,C345,Cash,Camera
T1399,2023-04-18,S005,P005,5,1482,C118,Cash,Printer
T1400,2023-06-21,S001,P020,5,1104,C240,Online,Smartphone
T1401,2023-04-12,S003,P013,2,420,C182,Card,Monitor
T1402,2023-12-20,S002,P013,5,372,C289,Cash,Monitor
T1403,2023-01-12,S001,P011,3,381,C208,Cash,Headphones
T1404,2023-10-02,S005,P011,5,292,C334,Card,Headphones
T1405,2023-04-11,S001,P016,1,479,C368,Cash,Smartwatch
T1406,2023-02-13,S005,P015,4,1255,C204,Card,Camera
T1407,2023-11-01,S004,P017,3,858,C234,Cash,Smartphone
T1408,2023-01-17,S005,P018,3,425,C133,Cash,Monitor
T1409,2023-11-26,S005,P019,4,130,C337,Cash,Camera
T1410,2023-02-26,S005,P004,4,469,C278,Card,Smartwatch
T1411,2023-11-07,S003,P005,3,516,C112,Cash,Printer
T1412,2023-10-30,S005,P007,4,1130,C329,Cash,Tablet
T1413,2023-01-12,S002,P002,2,1395,C369,Cash,Headphones
T1414,2023-11-14,S002,P001,4,1339,C231,Online,Printer
T1415,2023-03-21,S001,P012,1,1300,C349,Cash,Monitor
T1416,2023-08-04,S003,P010,1,878,C158,Cash,Smartwatch
T1417,2023-12-05,S001,P008,2,853,C104,Card,Printer
T1418,2023-09-21,S002,P001,4,1127,C336,Card,Printer
T1419,2023-05-29,S002,P012,1,1027,C273,Online,Monitor
T1420,2023-03-22,S004,P002,5,53,C136,Card,Headphones
T1421,2023-08-03,S005,P010,4,1383,C379,Card,Smartwatch
T1422,2023-07-17,S002,P017,2,652,C337,Card,Smartphone
T1423,2023-07-19,S001,P003,4,1162,C375,Online,Monitor
T1424,2023-01-25,S001,P007,3,369,C396,Online,Tablet
T1425,2023-03-30,S005,P012,3,1448,C158,Cash,Monitor
T1426,2023-09-25,S005,P008,1,550,C118,Cash,Printer
T1427,2023-05-23,S004,P020,3,1307,C136,Card,Smartphone
T1428,2023-02-28,S003,P012,2,1410,C229,Cash,Monitor
T1429,2023-12-31,S001,P003,1,620,C101,Cash,Monitor
T1430,2023-01-26,S005,P017,2,234,C164,Online,Smartphone
T1431,2023-02-16,S001,P009,2,605,C162,Online,Monitor
T1432,2023-10-15,S005,P010,3,1253,C246,Cash,Smartwatch
T1433,2023-09-23,S002,P006,3,1149,C372,Cash,Mouse
T1434,2023-01-16,S001,P001,2,942,C117,Cash,Printer
T1435,2023-07-18,S002,P012,3,1345,C380,Card,Monitor
T1436,2023-10-09,S001,P005,3,104,C198,Online,Printer
T1437,2023-03-27,S003,P013,3,912,C327,Cash,Monitor
T1438,2023-09-07,S004,P015,4,126,C343,Cash,Camera
T1439,2023-09-27,S002,P011,2,345,C301,Card,Headphones
T1440,2023-12-01,S005,P008,5,1292,C279,Online,Printer
T1441,2023-04-27,S003,P005,2,1350,C370,Card,Printer
T1442,2023-01-07,S001,P002,1,795,C334,Card,Headphones
T1443,2023-05-17,S002,P012,3,1339,C212,Cash,Monitor
T1444,2023-06-25,S001,P002,3,949,C166,Card,Headphones
T1445,2023-11-24,S001,P016,5,92,C345,Card,Smartwatch
T1446,2023-11-11,S001,P003,1,1434,C345,Cash,Monitor
T1447,2023-08-03,S004,P010,4,1301,C172,Online,Smartwatch
T1448,2023-03-23,S004,P019,2,276,C149,Cash,Camera
T1449,2023-08-11,S005,P008,4,1136,C290,Online,Printer
T1450,2023-04-13,S002,P007,1,220,C393,Card,Tablet
T1451,2023-09-30,S003,P001,5,1012,C277,Card,Printer
T1452,2023-01-14,S003,P012,1,811,C261,Cash,Monitor
T1453,2023-06-08,S003,P005,5,899,C250,Cash,Printer
T1454,2023-06-01,S001,P016,4,356,C170,Cash,Smartwatch
T1455,2023-04-18,S004,P004,4,617,C133,Card,Smartwatch
T1456,2023-07-07,S002,P017,1,1041,C384,Card,Smartphone
T1457,2023-10-28,S001,P002,1,83,C360,Online,Headphones
T1458,2023-04-08,S004,P012,3,876,C177,Cash,Monitor
T1459,2023-05-11,S004,P001,5,179,C210,Card,Printer
T1460,2023-10-20,S002,P012,3,1467,C239,Online,Monitor
T1461,2023-06-20,S002,P012,2,1224,C135,Cash,Monitor
T1462,2023-07-02,S002,P012,2,704,C335,Cash,Monitor
T1463,2023-12-30,S001,P019,1,679,C300,Online,Camera
T1464,2023-02-08,S005,P017,4,1457,C251,Online,Smartphone
T1465,2023-01-15,S002,P020,2,1090,C134,Online,Smartphone
T1466,2023-01-04,S005,P011,2,643,C224,Card,Headphones
T1467,2023-12-15,S001,P013,3,1087,C132,Cash,Monitor
T1468,2023-07-29,S005,P008,3,130,C372,Cash,Printer
T1469,2023-06-10,S003,P010,2,1280,C224,Online,Smartwatch
T1470,2023-01-16,S005,P008,1,253,C178,Card,Printer
T1471,2023-04-18,S002,P020,3,1452,C176,Online,Smartphone
T1472,2023-11-07,S001,P008,2,72,C160,Card,Printer
T1473,2023-08-15,S002,P009,4,663,C185,Cash,Monitor
T1474,2023-06-19,S003,P007,3,1235,C180,Cash,Tablet
T1475,2023-02-03,S002,P014,2,193,C272,Card,Tablet
T1476,2023-09-08,S002,P002,5,153,C358,Cash,Headphones
T1477,2023-09-04,S002,P011,3,1455,C379,Cash,Headphones
T1478,2023-09-26,S004,P008,5,1490,C321,Online,Printer
T1479,2023-05-21,S003,P013,3,373,C146,Card,Monitor
T1480,2023-10-01,S002,P015,3,1244,C173,Cash,Camera
T1481,2023-04-06,S002,P003,5,625,C154,Cash,Monitor
T1482,2023-08-15,S002,P014,1,323,C321,Card,Tablet
T1483,2023-02-08,S001,P015,2,501,C109,Cash,Camera
T1484,2023-10-29,S004,P002,1,930,C272,Card,Headphones
T1485,2023-01-29,S001,P019,1,174,C184,Card,Camera
T1486,2023-11-14,S004,P012,2,1456,C112,Online,Monitor
T1487,2023-09-02,S002,P020,4,366,C132,Card,Smartphone
T1488,2023-08-24,S003,P004,1,156,C389,Online,Smartwatch
T1489,2023-07-04,S005,P003,1,956,C372,Cash,Monitor
T1490,2023-09-29,S005,P005,1,479,C278,Card,Printer
T1491,2023-08-24,S002,P003,4,753,C214,Online,Monitor
T1492,2023-08-27,S001,P015,3,1410,C126,Card,Camera
T1493,2023-09-23,S003,P019,5,1021,C337,Cash,Camera
T1494,2023-12-25,S004,P002,5,411,C272,Online,Headphones
T1495,2023-12-06,S002,P012,4,845,C333,Online,Monitor
T1496,2023-03-06,S003,P005,1,481,C137,Online,Printer
T1497,2023-06-26,S003,P017,5,724,C365,Cash,Smartphone
T1498,2023-01-03,S004,P014,4,908,C113,Online,Tablet
T1499,2023-05-22,S003,P010,2,1479,C206,Cash,Smartwatch
T1500,2023-06-07,S001,P003,5,1063,C226,Cash,Monitor
T1501,2023-11-20,S001,P004,2,1450,C230,Card,Smartwatch
T1502,2023-05-26,S001,P006,1,1225,C356,Cash,Mouse
T1503,2023-10-20,S003,P016,5,1395,C215,Online,Smartwatch
T1504,2023-06-02,S001,P007,4,1287,C399,Online,Tablet
T1505,2023-07-12,S004,P015,3,625,C224,Cash,Camera
T1506,2023-03-14,S003,P020,5,1138,C356,Cash,Smartphone
T1507,2023-11-01,S005,P011,5,942,C239,Card,Headphones
T1508,2023-12-10,S003,P001,5,319,C306,Card,Printer
T1509,2023-05-20,S004,P005,5,1173,C147,Online,Printer
T1510,2023-07-06,S005,P013,4,1178,C317,Cash,Monitor
T1511,2023-10-20,S003,P014,4,1204,C223,Online,Tablet
T1512,2023-03-02,S001,P009,3,1462,C131,Cash,Monitor
T1513,2023-07-17,S002,P017,4,1394,C155,Online,Smartphone
T1514,2023-10-22,S002,P015,4,487,C253,Online,Camera
T1515,2023-11-15,S001,P007,1,1092,C386,Online,Tablet
T1516,2023-10-29,S002,P012,1,274,C136,Cash,Monitor
T1517,2023-12-10,S002,P006,2,1039,C385,Card,Mouse
T1518,2023-01-11,S001,P016,3,509,C356,Card,Smartwatch
T1519,2023-03-03,S001,P005,1,443,C278,Cash,Printer
T1520,2023-11-29,S003,P009,3,1299,C136,Card,Monitor
T1521,2023-08-14,S003,P014,3,961,C354,Online,Tablet
T1522,2023-06-02,S001,P008,5,1433,C262,Cash,Printer
T1523,2023-07-18,S004,P014,3,64,C121,Cash,Tablet
T1524,2023-02-21,S002,P012,5,609,C394,Card,Monitor
T1525,2023-09-17,S003,P010,2,1053,C175,Card,Smartwatch
T1526,2023-02-28,S002,P020,2,463,C307,Online,Smartphone
T1527,2023-03-13,S005,P020,2,1428,C278,Cash,Smartphone
T1528,2023-05-28,S001,P013,5,1048,C137,Card,Monitor
T1529,2023-12-15,S004,P019,5,1269,C220,Cash,Camera
T1530,2023-03-04,S005,P015,2,164,C218,Online,Camera
T1531,2023-11-06,S005,P008,5,1490,C101,Online,Printer
T1532,2023-08-31,S005,P010,4,1425,C309,Online,Smartwatch
T1533,2023-11-26,S001,P003,4,1025,C308,Cash,Monitor
T1534,2023-04-17,S003,P003,5,1148,C254,Cash,Monitor
T1535,2023-08-14,S001,P005,5,85,C350,Cash,Printer
T1536,2023-11-09,S003,P016,1,291,C271,Cash,Smartwatch
T1537,2023-08-06,S005,P017,1,112,C207,Cash,Smartphone
T1538,2023-08-29,S005,P006,3,715,C243,Online,Mouse
T1539,2023-09-16,S004,P020,3,558,C108,Online,Smartphone
T1540,2023-09-19,S003,P020,3,237,C194,Online,Smartphone
T1541,2023-01-05,S005,P016,2,784,C197,Card,Smartwatch
T1542,2023-09-18,S002,P002,4,142,C107,Online,Headphones
T1543,2023-02-23,S004,P020,2,54,C374,Cash,Smartphone
T1544,2023-02-16,S001,P015,5,1239,C112,Online,Camera
T1545,2023-08-03,S004,P018,1,74,C102,Card,Monitor
T1546,2023-06-26,S002,P001,5,557,C107,Card,Printer
T1547,2023-01-09,S003,P019,5,147,C112,Card,Camera
T1548,2023-04-09,S001,P012,1,1341,C157,Card,Monitor
T1549,2023-01-20,S001,P008,5,711,C178,Card,Printer
T1550,2023-08-29,S003,P006,3,1466,C174,Cash,Mouse
T1551,2023-03-02,S004,P012,1,1358,C333,Online,Monitor
T1552,2023-06-27,S005,P007,5,733,C379,Cash,Tablet
T1553,2023-12-04,S004,P018,3,1182,C130,Cash,Monitor
T1554,2023-03-03,S002,P014,3,76,C195,Card,Tablet
T1555,2023-05-25,S005,P008,4,104,C156,Online,Printer
T1556,2023-08-04,S004,P020,3,1206,C110,Online,Smartphone
T1557,2023-01-03,S003,P014,2,1125,C247,Online,Tablet
T1558,2023-06-09,S002,P005,1,830,C187,Card,Printer
T1559,2023-08-15,S002,P009,1,347,C353,Cash,Monitor
T1560,2023-09-26,S002,P008,1,1472,C287,Online,Printer
T1561,2023-04-30,S005,P002,5,1091,C333,Cash,Headphones
T1562,2023-03-30,S001,P016,5,867,C353,Online,Smartwatch
T1563,2023-11-25,S005,P013,2,904,C324,Online,Monitor
T1564,2023-03-09,S004,P007,3,608,C104,Online,Tablet
T1565,2023-12-23,S001,P016,5,1319,C212,Online,Smartwatch
T1566,2023-04-08,S004,P007,3,552,C293,Card,Tablet
T1567,2023-09-24,S001,P014,3,1162,C241,Card,Tablet
T1568,2023-04-15,S005,P014,5,252,C240,Cash,Tablet
T1569,2023-11-19,S002,P012,5,995,C195,Card,Monitor
T1570,2023-05-03,S003,P001,2,289,C141,Online,Printer
T1571,2023-01-29,S002,P001,4,539,C102,Cash,Printer
T1572,2023-05-17,S005,P012,1,1086,C378,Cash,Monitor
T1573,2023-07-14,S001,P020,5,698,C250,Cash,Smartphone
T1574,2023-08-14,S002,P015,5,1388,C141,Online,Camera
T1575,2023-11-28,S005,P004,3,734,C216,Online,Smartwatch
T1576,2023-06-19,S004,P007,4,1271,C220,Cash,Tablet
T1577,2023-01-09,S003,P016,5,292,C337,Card,Smartwatch
T1578,2023-02-09,S002,P003,4,556,C370,Online,Monitor
T1579,2023-01-25,S001,P007,1,1116,C391,Online,Tablet
T1580,2023-09-18,S004,P006,3,1403,C109,Card,Mouse
T1581,2023-08-14,S005,P016,2,662,C339,Cash,Smartwatch
T1582,2023-05-04,S003,P008,1,211,C218,Card,Printer
T1583,2023-02-07,S001,P006,4,705,C110,Online,Mouse
T1584,2023-11-24,S005,P010,4,1008,C125,Cash,Smartwatch
T1585,2023-09-08,S005,P016,1,670,C273,Cash,Smartwatch
T1586,2023-06-25,S002,P011,4,1306,C325,Card,Headphones
T1587,2023-03-31,S002,P013,2,160,C111,Online,Monitor
T1588,2023-02-06,S001,P006,2,983,C201,Online,Mouse
T1589,2023-11-12,S005,P001,4,1305,C365,Cash,Printer
T1590,2023-06-25,S002,P019,4,799,C183,Online,Camera
T1591,2023-10-11,S003,P012,2,758,C376,Cash,Monitor
T1592,2023-03-22,S003,P006,4,322,C361,Cash,Mouse
T1593,2023-04-24,S005,P018,5,856,C321,Cash,Monitor
T1594,2023-02-09,S002,P013,3,90,C319,Online,Monitor
T1595,2023-10-28,S001,P007,5,609,C189,Card,Tablet
T1596,2023-08-12,S001,P013,4,515,C115,Cash,Monitor
T1597,2023-11-14,S001,P008,4,1150,C346,Card,Printer
T1598,2023-12-15,S003,P017,3,539,C276,Card,Smartphone
T1599,2023-04-25,S002,P009,4,166,C104,Card,Monitor
T1600,2023-07-05,S002,P020,3,483,C121,Card,Smartphone
T1601,2023-11-19,S003,P013,2,1092,C308,Card,Monitor
T1602,2023-02-25,S001,P002,3,1043,C237,Cash,Headphones
T1603,2023-02-09,S001,P004,3,245,C316,Online,Smartwatch
T1604,2023-12-20,S005,P002,5,668,C217,Card,Headphones
T1605,2023-02-09,S004,P004,4,474,C279,Online,Smartwatch
T1606,2023-12-13,S002,P018,2,1467,C346,Online,Monitor
T1607,2023-08-25,S002,P005,1,1357,C228,Cash,Printer
T1608,2023-10-16,S002,P019,3,83,C178,Card,Camera
T1609,2023-09-19,S004,P010,1,344,C329,Online,Smartwatch
T1610,2023-08-04,S005,P018,4,1056,C393,Online,Monitor
T1611,2023-05-27,S004,P010,3,1324,C362,Card,Smartwatch
T1612,2023-12-02,S001,P005,1,388,C182,Cash,Printer
